"","Mean","Median","Mode","ESS","HDImass","HDIlow","HDIhigh","CompVal","PcntGtCompVal","ROPElow","ROPEhigh","PcntLtROPE","PcntInROPE","PcntGtROPE"
"b0",123182.215866667,123245,123560.288570587,2718.1,0.95,119970,126185,NA,NA,NA,NA,NA,NA,NA
"b1[1] Assis",-41882.12062,-41940.2,-41960.9603188464,2807.1,0.95,-44977.2,-38524.1,NA,NA,NA,NA,NA,NA,NA
"b1[2] Assoc",-29417.23272,-29484.15,-29650.4618038058,2527.6,0.95,-32661.8,-26165.2,NA,NA,NA,NA,NA,NA,NA
"b1[3] Full",-1756.44337720747,-1815.965,-2003.69346629236,3114.8,0.95,-5243.86,1993.57,NA,NA,NA,NA,NA,NA,NA
"b1[4] Endow",23069.7655533333,23040,23337.7850249014,3382.5,0.95,17798.3,28639.8,NA,NA,NA,NA,NA,NA,NA
"b1[5] Disting",49986.0302133333,50238.45,50307.7995424396,2477.9,0.95,38631.9,61106.3,NA,NA,NA,NA,NA,NA,NA
"b2[1] ACTG",96694.2226266667,96891.85,97137.1104061943,2998.5,0.95,88893.3,104266,NA,NA,NA,NA,NA,NA,NA
"b2[2] AFRO",-13479.38565142,-13466.7,-13641.742966076,11881.7,0.95,-25048.2,-2093.54,NA,NA,NA,NA,NA,NA,NA
"b2[3] AMST",-17855.7444286667,-17861.35,-17454.7317567191,1953.8,0.95,-24591.2,-11024.5,NA,NA,NA,NA,NA,NA,NA
"b2[4] ANTH",-19734.2867286667,-19765.45,-19432.3689797576,3588.3,0.95,-26640.5,-12180.9,NA,NA,NA,NA,NA,NA,NA
"b2[5] APHS",-3449.10071815933,-3460.035,-3597.65721744114,1903.3,0.95,-9586.82,2927.89,NA,NA,NA,NA,NA,NA,NA
"b2[6] AST",-11861.6204877933,-12055.15,-12179.0877847083,2398.4,0.95,-20785.1,-3624.54,NA,NA,NA,NA,NA,NA,NA
"b2[7] BEPP",47081.8063866667,47120.3,46296.05308299,18.9,0.95,39004.3,55578.3,NA,NA,NA,NA,NA,NA,NA
"b2[8] BFIN",116186.8548,116290.5,116579.771565169,8415.4,0.95,108117,123816,NA,NA,NA,NA,NA,NA,NA
"b2[9] BI",-4276.7518157964,-4324.61,-4460.19016358921,167,0.95,-8916.51,463.155,NA,NA,NA,NA,NA,NA,NA
"b2[10] BLAN",20507.4013249333,20460.05,20342.3117804418,8664.3,0.95,12813.3,28523.8,NA,NA,NA,NA,NA,NA,NA
"b2[11] CEDP",-16306.0925233333,-16285.9,-15996.8805737815,6112.5,0.95,-22084.1,-10987.1,NA,NA,NA,NA,NA,NA,NA
"b2[12] CEUS",-14558.6727186933,-14610.8,-14220.2058647475,11821.7,0.95,-24729.3,-3514.61,NA,NA,NA,NA,NA,NA,NA
"b2[13] CHEM",10872.36039052,10848.4,10748.7304034255,1666.8,0.95,3346.39,17961,NA,NA,NA,NA,NA,NA,NA
"b2[14] CMCL",-18214.9179119333,-18298.45,-18973.1421727316,4202.8,0.95,-24813.9,-11363.5,NA,NA,NA,NA,NA,NA,NA
"b2[15] CMLT",-21731.167078,-21761.1,-21967.5671640556,7625.7,0.95,-29630.4,-14114.4,NA,NA,NA,NA,NA,NA,NA
"b2[16] CRIN",-20954.0311,-20973,-20984.2753637946,3384.1,0.95,-25084.6,-16762,NA,NA,NA,NA,NA,NA,NA
"b2[17] CSCI",13768.9049273333,13796.6,13834.8018400412,2815,0.95,8123.66,19239.6,NA,NA,NA,NA,NA,NA,NA
"b2[18] EALC",-18599.2696093333,-18641.55,-18864.6276619513,5250.8,0.95,-24423,-12734.6,NA,NA,NA,NA,NA,NA,NA
"b2[19] ECON",42442.96998,42057.6,41095.3497246526,2492.6,0.95,30916.1,55559.6,NA,NA,NA,NA,NA,NA,NA
"b2[20] ELPS",-11256.251893762,-11335.95,-11964.7408761133,10255.3,0.95,-19158.7,-3167.76,NA,NA,NA,NA,NA,NA,NA
"b2[21] ENG",-16283.5313653333,-16277.7,-16331.4400072233,4368.1,0.95,-21408.7,-11310.6,NA,NA,NA,NA,NA,NA,NA
"b2[22] FINH",-21292.836526,-21273.6,-21388.6849148773,3839.8,0.95,-28817.3,-14281.5,NA,NA,NA,NA,NA,NA,NA
"b2[23] FINS",-18258.2006033333,-18142.5,-17926.7648901875,5497.7,0.95,-25857.1,-10268.2,NA,NA,NA,NA,NA,NA,NA
"b2[24] FOLK",-20266.1816406667,-20264.35,-20304.7759955167,6124.9,0.95,-27154.8,-13745.1,NA,NA,NA,NA,NA,NA,NA
"b2[25] FRIT",-18518.9251536667,-18494.35,-18944.8538246177,8442.2,0.95,-27744.4,-9317.1,NA,NA,NA,NA,NA,NA,NA
"b2[26] GEOG",-9900.19939787267,-10035.1,-10249.1137243191,7852.9,0.95,-18275.7,-1441.9,NA,NA,NA,NA,NA,NA,NA
"b2[27] GEOL",-11974.40469,-11952.5,-11816.3823305984,3021.3,0.95,-17953.1,-6200.67,NA,NA,NA,NA,NA,NA,NA
"b2[28] GERM",-24118.5227944067,-24110.1,-24482.8611271562,9901.6,0.95,-34714,-12493.7,NA,NA,NA,NA,NA,NA,NA
"b2[29] HIST",-11904.5023813333,-11881.15,-11939.7151518056,4941.4,0.95,-17157.1,-6942,NA,NA,NA,NA,NA,NA,NA
"b2[30] INFO",11029.1907147733,11018.15,11092.6879263351,9890.1,0.95,4523.67,17706.5,NA,NA,NA,NA,NA,NA,NA
"b2[31] JOUR",-13635.4159099333,-13613.25,-13649.8517579212,3439.6,0.95,-19406.5,-7781.31,NA,NA,NA,NA,NA,NA,NA
"b2[32] KINE",-7870.22776125067,-7888.3,-7794.35091201226,9350.2,0.95,-14221.5,-1376.83,NA,NA,NA,NA,NA,NA,NA
"b2[33] LAWS",47857.97252,47888.65,47905.8164735935,345.8,0.95,40707.3,54791,NA,NA,NA,NA,NA,NA,NA
"b2[34] LGED",-20048.5956106667,-20055.8,-19872.1737523516,1463.1,0.95,-25903.6,-13723.7,NA,NA,NA,NA,NA,NA,NA
"b2[35] LING",-12973.1097176007,-12959.25,-13400.2932498978,10257.3,0.95,-22319.1,-3741.57,NA,NA,NA,NA,NA,NA,NA
"b2[36] MATH",-8060.11337266667,-8004.515,-7656.02748972703,4587.5,0.95,-13849.5,-2664.12,NA,NA,NA,NA,NA,NA,NA
"b2[37] MGMT",65045.1699133333,65108.7,64996.0366554531,3268.5,0.95,57434.2,72130.5,NA,NA,NA,NA,NA,NA,NA
"b2[38] MKTG",72954.1598,72996.4,72947.2577990626,1486.9,0.95,65675.8,80452.4,NA,NA,NA,NA,NA,NA,NA
"b2[39] MUHI",-26240.7631513333,-26291.6,-26745.5523996379,9085.1,0.95,-34107.6,-18101.2,NA,NA,NA,NA,NA,NA,NA
"b2[40] MUIN",-19252.8175893333,-19318.1,-19321.0760671057,8191.8,0.95,-25525.3,-12461.8,NA,NA,NA,NA,NA,NA,NA
"b2[41] MUST",1907.05538969127,2026.37,2850.62781939493,9500.5,0.95,-11201.5,14968.8,NA,NA,NA,NA,NA,NA,NA
"b2[42] MUTH",-27481.6440726667,-27413.85,-26873.5935437911,9363.5,0.95,-35095.3,-20077.5,NA,NA,NA,NA,NA,NA,NA
"b2[43] MUVO",-22067.4118047333,-21788.75,-21150.5145335805,9404.2,0.95,-34399.5,-11337,NA,NA,NA,NA,NA,NA,NA
"b2[44] OADT",66094.3774266667,66226.5,66600.4644354937,5562.6,0.95,58158.1,73189.3,NA,NA,NA,NA,NA,NA,NA
"b2[45] OPT",-12614.3832465333,-12570.4,-12588.7839307195,1960.3,0.95,-18123.5,-6975.16,NA,NA,NA,NA,NA,NA,NA
"b2[46] PHYS",-511.493336619067,-490.682,-597.052181086967,1674.7,0.95,-6075.39,4814.57,NA,NA,NA,NA,NA,NA,NA
"b2[47] PL",-13075.5681215827,-13271.1,-13524.5340308492,12071.7,0.95,-21811.5,-3542.89,NA,NA,NA,NA,NA,NA,NA
"b2[48] POLS",1639.886838427,1456.245,1738.6172827895,3669.1,0.95,-5906.61,9607.82,NA,NA,NA,NA,NA,NA,NA
"b2[49] PSY",-3095.30789747613,-3112.205,-2981.37418465959,6951.3,0.95,-9123.11,3146.81,NA,NA,NA,NA,NA,NA,NA
"b2[50] REL",-17737.641812,-17784.45,-17888.2535435048,915.3,0.95,-23724,-11775.6,NA,NA,NA,NA,NA,NA,NA
"b2[51] RPAD",-2977.65402200533,-2939.885,-2940.38557394512,6211.4,0.95,-9664.85,3629.86,NA,NA,NA,NA,NA,NA,NA
"b2[52] SLIS",5428.5249430016,5355.81,5121.9425168455,6719.2,0.95,-866.413,11939.9,NA,NA,NA,NA,NA,NA,NA
"b2[53] SLS",-24088.5723986667,-24193.15,-24509.9787161943,3378.8,0.95,-30534.4,-16930.9,NA,NA,NA,NA,NA,NA,NA
"b2[54] SOC",-5679.45960557667,-5728.13,-6061.00259938376,1853.3,0.95,-10947.4,-391.404,NA,NA,NA,NA,NA,NA,NA
"b2[55] SPAN",-19103.5114786667,-19138.85,-19262.4273372911,4793,0.95,-24529.7,-13620.4,NA,NA,NA,NA,NA,NA,NA
"b2[56] SPEA",13565.5447326667,13527.75,13320.5090067673,8642,0.95,7795.76,19625.9,NA,NA,NA,NA,NA,NA,NA
"b2[57] SPHS",-85.1534461746,-135.6145,-451.265716671211,6213.6,0.95,-6027.69,6184.15,NA,NA,NA,NA,NA,NA,NA
"b2[58] STAT",3601.99273614933,3306.91,3175.37095086491,4378.3,0.95,-6565.7,14225.6,NA,NA,NA,NA,NA,NA,NA
"b2[59] TELC",-11245.8164992733,-11288.1,-11428.1699138032,5587.6,0.95,-18220.9,-4303.6,NA,NA,NA,NA,NA,NA,NA
"b2[60] THTR",-24039.1325853333,-24078.4,-24234.1303054538,2131.9,0.95,-30781.2,-17824,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,1] Assis ACTG",4635.84653036667,4447.565,4134.99574000563,3090,0.95,-2550.32,12341.3,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,1] Assoc ACTG",4366.20459610067,4514.365,4903.15349349556,4821.2,0.95,-3854.34,12694.3,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,1] Full ACTG",-3915.28709270213,-3794.675,-3593.91939820298,6490.2,0.95,-13046.1,5113.92,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,1] Endow ACTG",-4520.23296916653,-4501.235,-4384.47707183768,6374.1,0.95,-13177.5,4457.59,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,1] Disting ACTG",-566.531116970467,-513.387,180.700791613395,11240.9,0.95,-9997.49,9214.44,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,2] Assis AFRO",161.595563603867,191.267,1114.23683458718,14435.1,0.95,-9111.22,10242.7,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,2] Assoc AFRO",-452.839343875,-429.54,-86.5039980025249,13227.2,0.95,-8686.12,8032.27,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,2] Full AFRO",141.1202204388,183.8475,474.780837995571,14021,0.95,-8258.09,8271.68,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,2] Endow AFRO",73.8216659998467,64.70425,258.23295989395,13772.6,0.95,-9448.97,9634.67,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,2] Disting AFRO",76.3018734683333,81.1705,337.414507350684,14483.8,0.95,-9374.88,9948.78,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,3] Assis AMST",-310.476723849867,-315.6235,-358.366777842552,4087,0.95,-6977.43,6359.96,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,3] Assoc AMST",-137.738167783073,-115.56,-101.889812401112,1954.5,0.95,-7050.23,6416.15,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,3] Full AMST",204.80382132124,172.612,-426.025996188775,8629.8,0.95,-9667.05,9622.8,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,3] Endow AMST",157.834324951667,192.555,308.076289243789,8082.1,0.95,-9838.85,9310.31,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,3] Disting AMST",85.5765849392,115.3645,526.18502798177,7457.6,0.95,-9827.7,9187.35,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,4] Assis ANTH",3051.03264470053,3118.39,3036.07767225249,8180.1,0.95,-5852.73,12379.1,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,4] Assoc ANTH",1476.40156297161,1491.265,1471.57747601923,4009.5,0.95,-5625.03,8401.67,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,4] Full ANTH",-2051.0344067682,-2067.275,-2129.39116264934,12405.4,0.95,-9514.03,5545.89,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,4] Endow ANTH",-2553.78395131927,-2680.94,-2940.90948759873,10555.3,0.95,-11426.3,6510.48,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,4] Disting ANTH",77.3840590034733,30.3824,-450.061503027711,11348.8,0.95,-9612.25,9621.1,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,5] Assis APHS",-3526.3907789884,-3505.895,-3400.8531285891,1904.2,0.95,-9676.97,2666.64,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,5] Assoc APHS",1193.2669483726,1210.295,1201.84594353868,2579.9,0.95,-5243.54,7380.21,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,5] Full APHS",2332.45990729667,2297.975,2455.84177681456,5945,0.95,-6615.21,11779.2,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,5] Endow APHS",30.580605522,43.17925,-100.397570163561,7360.2,0.95,-10100.2,9186.52,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,5] Disting APHS",-29.9167148901,-37.40405,-881.989193290905,7758.9,0.95,-9111.73,10132.3,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,6] Assis AST",-196.318583532927,-205.6015,-60.7758634641832,10167.5,0.95,-8192.53,7564.48,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,6] Assoc AST",-2134.29256537313,-2090.21,-2115.56792203685,2529.3,0.95,-9740.06,5449.04,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,6] Full AST",896.81951236748,900.228,1158.04362133781,12955.5,0.95,-7867.03,9595.43,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,6] Endow AST",1365.159376779,1240.455,182.86423278182,8435,0.95,-8351.93,10976.1,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,6] Disting AST",68.6323365505333,27.07625,-614.601394382491,9939.1,0.95,-9499.67,9500.18,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,7] Assis BEPP",-14.2735878238666,-44.8747,480.240059640993,20.1,0.95,-8714.06,7733.65,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,7] Assoc BEPP",1537.482528296,1514.485,1586.6486888366,1465.7,0.95,-5977.17,8921.89,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,7] Full BEPP",-659.073227723733,-613.6205,-69.8006001132017,586.4,0.95,-10618.1,9004.43,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,7] Endow BEPP",-95.0867821418,-29.5332,422.901758743672,1049.7,0.95,-9264.78,9383.56,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,7] Disting BEPP",-769.0490490264,-730.4845,-895.697788110996,474.2,0.95,-10486.7,8996.65,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,8] Assis BFIN",-127.67257477626,-185.475,-402.295246431016,7083.4,0.95,-7035.86,7366.76,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,8] Assoc BFIN",4286.99812077433,4248.56,4136.58490005305,5127.6,0.95,-3305.85,11878.6,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,8] Full BFIN",-100.751752684147,-101.4625,-229.212008715491,14542.7,0.95,-9518.74,9350.17,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,8] Endow BFIN",-3362.65290036453,-3242.96,-2813.78849186699,8722.1,0.95,-12497.4,5859.98,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,8] Disting BFIN",-695.9206296844,-685.1525,-513.264743579988,13544.9,0.95,-10439.9,8507.09,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,9] Assis BI",-80.62572133446,-49.3267,-223.779010601267,140.3,0.95,-4847.83,4467.41,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,9] Assoc BI",-1607.70692474902,-1549.58,-1704.56208642852,1067.7,0.95,-7494.94,3749.12,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,9] Full BI",1569.61136288447,1576.69,1862.14651457898,14284.7,0.95,-5084.91,8677.71,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,9] Endow BI",-2202.5792247424,-2416.095,-2806.13462937836,3077.5,0.95,-10261.5,6477.88,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,9] Disting BI",2321.3005060188,2196.62,1939.49971474008,878.4,0.95,-6676.89,11587.5,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,10] Assis BLAN",2717.88667531013,2707.965,2431.29509039762,9020.5,0.95,-5026.66,10528.8,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,10] Assoc BLAN",400.875172509467,369.2295,42.3320738345938,11569,0.95,-7072.08,7640.04,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,10] Full BLAN",-133.035864912667,-105.9815,-70.8977184676114,12835.1,0.95,-7908.53,7698.72,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,10] Endow BLAN",-2828.09534008587,-2936.26,-3366.47049978301,9881.2,0.95,-11846.3,6372.48,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,10] Disting BLAN",-157.630687064733,-135.143,-105.298431147399,13509,0.95,-9830.09,9587.19,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,11] Assis CEDP",1730.634704883,1704.74,1776.45839630419,8862,0.95,-4195.12,7581.31,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,11] Assoc CEDP",-1475.71859405175,-1458.065,-1240.74766601588,6801.1,0.95,-7128.45,4035.55,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,11] Full CEDP",-473.368094766367,-449.5125,65.9644471238535,12896.8,0.95,-7240.15,6228.16,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,11] Endow CEDP",101.316909888933,91.78275,-153.207050263223,11441.9,0.95,-9413.91,9726.85,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,11] Disting CEDP",117.135062844533,136.2395,206.680685154726,10733.4,0.95,-9748.82,9446.9,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,12] Assis CEUS",-562.43364509,-638.681,-739.591541655896,12769.6,0.95,-8843.72,7829.94,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,12] Assoc CEUS",1605.23733247153,1584.28,1211.11812422231,13502.8,0.95,-6796.54,9878.39,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,12] Full CEUS",417.102230056533,391.8505,666.532256208113,14854.6,0.95,-7831.68,8955.11,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,12] Endow CEUS",-1510.13379107527,-1355.965,-847.959638622506,11669.3,0.95,-11747.8,7997.06,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,12] Disting CEUS",50.228039546,48.31785,291.76090623135,15245.4,0.95,-9360.47,9889.35,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,13] Assis CHEM",-9289.68222114667,-9215.155,-8625.81319852958,1625.9,0.95,-16826.6,-2158.33,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,13] Assoc CHEM",718.344894137733,784.6205,947.350613689112,10512.1,0.95,-6674.19,8010.42,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,13] Full CHEM",5286.69776494027,5167.775,4928.15553074093,6450.1,0.95,-3631.41,14285.4,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,13] Endow CHEM",2672.82872789673,2651.975,3248.38696322582,7548.3,0.95,-6475.78,11690.3,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,13] Disting CHEM",611.8112571062,632.8065,889.795592261584,10673.7,0.95,-9119.85,9448.27,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,14] Assis CMCL",-2818.5379292036,-2802.525,-2942.61502725955,5813.9,0.95,-9577.78,3706.44,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,14] Assoc CMCL",625.48322543248,689.4115,707.292292453527,4894.8,0.95,-5997.63,7103.39,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,14] Full CMCL",2067.365048111,2015.545,2187.62510052273,11026.6,0.95,-6826.58,11540.8,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,14] Endow CMCL",33.4123973895333,48.26065,463.10303023372,10162.8,0.95,-9824.14,9195.34,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,14] Disting CMCL",92.2773014849333,94.93475,201.895280152843,10837.3,0.95,-9747.7,9720.34,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,15] Assis CMLT",2039.1869886714,2121.015,2210.98355496528,10651.1,0.95,-5329.29,9213.48,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,15] Assoc CMLT",-1121.996514936,-1129.01,-846.525073840639,9423.5,0.95,-8239.78,6180.5,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,15] Full CMLT",-1233.0501068828,-1232.7,-853.834097248859,15000,0.95,-9182.74,6960.83,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,15] Endow CMLT",147.64623088134,128.4595,306.981949347221,11856.4,0.95,-9484.85,9862.19,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,15] Disting CMLT",168.213484881823,149.26,179.676076047686,13528.3,0.95,-9828.97,9581.38,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,16] Assis CRIN",3836.27223473933,3858.545,4000.29356201732,3512.3,0.95,-701.951,8305.13,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,16] Assoc CRIN",1578.58710198473,1565.955,1362.3526171841,4297.7,0.95,-3032.7,6003.48,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,16] Full CRIN",-2581.78102777907,-2583.655,-2462.03650605371,11691,0.95,-8311.99,2770.67,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,16] Endow CRIN",-3055.06454956867,-3156.555,-3167.72330731161,6693.3,0.95,-10735.4,4881.15,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,16] Disting CRIN",221.9861269314,199.0295,51.3021540706141,6854.6,0.95,-9402.5,9726.8,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,17] Assis CSCI",-506.1435569976,-530.658,-544.961837497485,2729.8,0.95,-6112.46,5131.62,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,17] Assoc CSCI",1563.7266200484,1552.125,1492.60955466979,7402.2,0.95,-4552.38,7827.32,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,17] Full CSCI",-878.531475565333,-895.164,-822.860618395709,14118.5,0.95,-7931.99,6428.02,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,17] Endow CSCI",-89.3814282699333,-58.15655,-505.712968153392,7821.7,0.95,-9929.39,9250.54,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,17] Disting CSCI",-89.6701265074667,-110.404,-166.081683239012,8873.9,0.95,-9830.04,9279.38,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,18] Assis EALC",834.635581965327,856.482,958.361603384432,6318.9,0.95,-4890.2,6894.69,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,18] Assoc EALC",-1574.66286088113,-1548.98,-1779.7631286471,6658.9,0.95,-7334.03,4688.68,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,18] Full EALC",380.5510273544,328.259,350.205077807565,15000,0.95,-7254.4,7900.14,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,18] Endow EALC",197.205260175347,126.672,-441.770329279134,10834.8,0.95,-9549.9,9830.24,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,18] Disting EALC",162.271070036,136.6715,-323.888225581646,10629.1,0.95,-9775.28,9402.51,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,19] Assis ECON",-7890.22609471867,-7583.535,-6519.80081534088,1960.7,0.95,-18515.9,2021.32,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,19] Assoc ECON",4225.05357930867,4013.95,3290.73359699758,3523.2,0.95,-5728.17,14682.7,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,19] Full ECON",2713.42258950573,2595.75,2008.11123006221,11103.6,0.95,-6365.31,12071.4,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,19] Endow ECON",1187.49483454973,1100.085,844.637982123342,12542.9,0.95,-8721.49,10697.1,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,19] Disting ECON",-235.744698830333,-249.4505,-361.300989968506,15000,0.95,-10181.9,9139.62,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,20] Assis ELPS",-1248.60193074067,-1192.435,-1064.73112787641,10771.2,0.95,-8547.49,6098.96,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,20] Assoc ELPS",-114.2613540512,-98.0868,56.6161489077858,12061.2,0.95,-7715.68,7133.48,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,20] Full ELPS",1362.13624683527,1391.51,1703.84752573345,15000,0.95,-7335.65,10247.3,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,20] Endow ELPS",-13.942315003638,-74.9588,-577.554430933011,13385.2,0.95,-9783.99,9786.56,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,20] Disting ELPS",14.6693162504667,-9.4149,604.517565386366,13698,0.95,-9774.31,9607.82,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,21] Assis ENG",-171.261824676267,-223.7425,-478.785918492602,5263.2,0.95,-5419.79,5120.35,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,21] Assoc ENG",639.249277195933,624.9695,681.750833570488,4894.2,0.95,-4606.85,5978.6,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,21] Full ENG",3511.89197244053,3438.49,3216.98779887515,9397.7,0.95,-3009.82,10132.6,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,21] Endow ENG",-4067.1700527846,-3881.945,-3264.19087894589,5266.1,0.95,-13888,5814.25,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,21] Disting ENG",87.2906509088667,76.316,951.337156360572,8948.9,0.95,-9651.58,9782.21,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,22] Assis FINH",1693.6973374964,1676.645,1817.88438113678,4094.2,0.95,-5483.03,8581.89,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,22] Assoc FINH",791.456953711,753.1475,936.389112332414,6328.3,0.95,-6205.16,7975.73,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,22] Full FINH",-2747.49152130133,-2694.64,-3020.84044667798,8656.4,0.95,-12829.4,6553.09,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,22] Endow FINH",94.808963082,96.85755,223.659127808009,11740.9,0.95,-9352.85,9691.19,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,22] Disting FINH",167.528193516667,154.4745,705.843139795059,11055.1,0.95,-9562.46,9692.63,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,23] Assis FINS",81.5100206858,65.58635,-138.86684234604,13424.1,0.95,-7663.11,7650.25,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,23] Assoc FINS",-2647.77983894759,-2682.05,-2703.03037398356,6100.9,0.95,-10298.7,4379.38,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,23] Full FINS",100.421645716953,93.23615,139.685024647926,12098.2,0.95,-9577.14,9936.37,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,23] Endow FINS",2344.48877006407,2461.06,3498.39190367795,13215.8,0.95,-6304.43,10868.1,NA,NA,NA,NA,NA,NA,NA
